date,gdpm,Energy.sector,Business.sector,Business.industries,Industrial.production,manufacturing.industries,Durable.good,Information,communication.technology,technology.sector,Public.Sector,Content,media,Cannabis,Agriculture,forestry,fishing.and.hunting,Mining,quarrying,oil.extraction,gas.extraction,Utilities,Construction,Manufacturing,Wholesale.trade,Retail.trade,Transportation,warehousing,cultural.industries,cultural,Finance,insurance,Real.estate,rental,leasing,Professional,scientific,technical.services,Management.companies,Management.enterprises,Administrative.support,waste.management,Educational.services,Health.care,social.assistance,Arts,entertainment,recreation,Accommodation,food.services,Public.administration,perishable,export,import,trade.balance,US.industrial,US..Shipment,Building.Permits,Consumer.confidence.index,inflation,employment,US.employment,gdp.growth,Price.Index,Housing.starts,US.Retail,Shipment,US.Shipment,global.pmi,Inventories,retail.trade,US.retail,US.housing,consumption,expenditure,Services,investment,Residential,Machinery,equipment,Intellectual.property,Farm
09-Sep,0.3257102,1.2526801,-9.1823564,12.2007696,-6.0310641,1.4970092,-4.066915,-0.8044987,-0.1094764,5.0403563,-5.0758339,0.6119876,-11.2157584,-2.7636981,-7.7532084,-10.0941918,-6.2835191,-2.3446131,9.5902015,5.1840341,1.901636,1.1866498,-0.3185007,-1.9849331,40.5455803,44.0395987,2.3418532,0.749624,9.887709,-2.8908662,-0.1295676,0.2259788,-0.6230734,-0.4237964,-6.8895786,-2.43997,1.2986023,5.1737864,7.98899,48.2226827,14.8275952,-0.9490376,1.2021646,-3.7137144,-0.2198067,1.4521574,0.2443922,-1.9706423,4.330996,0.4903153,14.1522279,5.7868893,1.9766995,-1.111509,4.674611,29.745353,3.9784091,14.1588024,-5.1176067,-2.9068419,0.4267247,12.7190946,24.1573814,-1.6909047,-0.8723643,25.5474835,-3.6981082,3.9784091,-4.781045,4.8427736,44.0395987,22.2843339,6.6847114,-0.0687696,-8.3152236,1.1683492,-0.2754959,-2.556039,-0.7572257,-0.1928958,-4.953626,1.6420084
09-Oct,0.0457202,8.3821757,-10.4867091,-10.0259937,24.6852046,-3.2262636,18.8778731,0.0898769,-0.7684575,-26.4714338,-2.1193691,0.9822968,3.9677861,0.6720804,-7.3168123,0.6851252,10.3406975,0.3215907,-47.2861158,0.8628427,29.4847098,-1.8033141,-0.3503759,-0.1292193,-16.1907648,1.9324285,-1.64066,-6.016759,-11.8071225,1.5274771,-2.7482569,1.3513857,-0.5973293,0.8676829,-0.8669583,3.2872097,0.4018465,-11.5731549,15.3562839,-48.2322,13.4238384,-2.1282825,11.1832504,-4.7965358,-9.8530464,0.0592042,0.1415091,1.3286476,-4.0735059,-5.8365059,2.1069737,-8.1339808,-3.8240814,0.6627307,25.921418,-4.8893167,-27.6577902,-7.9727833,-7.341345,0.5671941,-1.5726416,-2.4963362,-9.7457621,-0.3098336,-10.2412455,-14.9570576,1.984726,-27.6577902,41.0729994,-5.3280868,1.9324285,-39.6296713,-4.0457379,0.5511298,0.3678001,0.9852837,-4.9305373,-0.2027978,-1.102254,-0.408358,0.5240324,0.7792468
09-Nov,0.2537047,-20.8529824,-1.9710252,-17.3729002,-26.5685639,-0.0755352,6.494402,0.4391352,-4.9881329,-9.7689601,11.7175254,0.6591238,-1.8833451,11.2762583,9.2488069,2.7808103,0.7838486,2.9596983,30.4765238,10.1813537,-26.2752138,1.6863003,2.2569159,8.1298053,9.7683719,-4.4272925,-0.6865284,-8.0815856,-3.390534,-0.4066582,0.4014453,0.1989661,5.7919372,1.0926443,4.7897423,1.8100651,-0.1525659,2.4736843,-3.268208,13.3369913,3.816912,2.6056198,14.8603657,4.2078465,10.6694795,0.3985817,1.4646811,0.9929014,6.6762067,0.8281794,1.6550967,6.2997337,5.5023974,1.5013918,-2.6698465,1.9200277,19.9551979,0.4301261,3.4402282,-0.478185,1.0682126,7.097909,9.9340958,-3.2009314,4.4828572,-4.0182349,-2.5877458,19.9551979,-36.521105,-14.4586398,-4.4272925,53.2201228,9.632123,2.9600452,8.7967155,2.2713638,5.4318512,1.8372951,-0.921767,1.5577148,3.814352,0.4027329
09-Dec,0.1256832,34.0482885,0.3646297,17.8341001,-6.2259371,3.6315972,3.637334,-0.2790079,10.1441033,11.8482959,-6.9418695,3.1241384,3.4983853,-8.0666243,4.1696101,-0.9608678,-6.0324974,-2.9886384,0.1943616,6.7810561,10.0928028,2.0238904,-1.3036157,-2.6701921,-29.968694,-8.998746,0.5171593,9.28199,-26.9666138,5.5005864,-1.382071,-3.3084636,-4.6087156,-0.6610101,-6.5018669,-2.3335025,-0.5039641,6.6118491,1.9878417,35.2290173,-4.6570934,-3.3030575,-11.2926391,-0.5696854,2.5306848,-0.3765902,3.0863654,-0.6799776,-0.6119148,-1.343399,0.7542749,-24.4488185,-2.3318367,0.7664441,-2.0714611,-15.366617,-21.4985384,2.9846287,-72.9736201,1.3027558,-3.6997733,-0.0229839,4.9041796,8.0764975,-7.6798904,1.9161765,-0.4192163,-21.4985384,5.2927659,0.3825218,-8.998746,-20.130856,2.7914528,-2.8057221,-9.3852206,-1.3196606,-1.4686712,-0.6548122,-0.0884806,-0.6021592,-4.5263521,-1.3515942
10-Jan,0.2667317,-2.1438829,22.4439851,4.7390354,15.6669033,-0.0794777,-20.8140046,1.1840359,-9.9739175,6.9142659,5.6325496,-4.0859101,-1.4938731,8.8254361,-10.7850961,-0.3816866,-0.8653778,0.4296262,17.6978438,-6.1072305,-21.8500912,-2.2656784,2.0584863,0.9928692,41.5835864,31.1616905,-0.9022425,-7.3769361,3.6702744,1.6247904,-0.2660672,2.9987552,2.6385848,-2.4574453,8.4429839,1.9301391,1.9752619,-13.7841489,5.3734266,-19.250143,15.6406268,2.6663791,12.7847425,-3.8596867,0.8134311,1.906613,-4.1754938,0.7993628,-0.879165,2.7678737,-3.5874779,0.4151719,1.3312505,1.3630074,7.4066092,43.0216847,-5.1176123,3.6252822,73.4065751,3.7730769,1.3815504,8.5284816,-9.3339381,-11.1044777,3.6162649,25.102228,0.8728724,-5.1176123,-3.3752273,6.6648767,31.1616905,12.0425718,-10.317352,-1.6477511,4.490446,0.6083242,3.6161431,0.2807315,6.5720488,0.9058696,2.0065784,1.4039482
10-Feb,0.2263105,-4.1814105,-9.1038139,8.863427,-0.8549752,-3.7125825,4.5572624,-0.0211588,6.5837985,-31.1656804,-4.8434822,-2.8972882,0.3720616,-0.3110366,1.7738566,-1.2476768,-8.3216773,-5.9182337,-11.0571111,16.1662115,-9.465792,0.634444,-0.7353569,-2.1560563,-13.1133543,-36.3191143,0.1299875,5.3465382,32.2435374,1.105207,0.0992106,0.3672833,-2.7299274,0.3560983,-5.2667214,-0.8835038,-1.4145213,13.2879804,2.8328564,-18.282113,-15.5586529,11.6763654,-1.518293,-1.3531474,-4.2566499,-4.3740648,-1.6172394,-0.8233292,0.389283,0.5501958,-4.0151138,28.9696054,-2.6899081,1.030269,-3.4181975,-8.6027266,36.6643884,2.8518959,-2.0245857,1.5864968,-0.6917489,-3.5582975,0.6158199,3.191065,-0.1249887,-39.2736167,9.4787549,36.6643884,0.5275665,-6.1051332,-36.3191143,-10.4129839,-3.3196886,-0.0376055,0.3068689,-1.2755683,-0.3946421,-1.1289766,-7.4752697,0.3907856,4.4261981,-3.5910573
10-Mar,0.2094216,9.0026236,15.1262288,-25.6377912,5.5053711,4.2248891,12.1184472,0.920039,10.2609966,6.5304071,-1.4040445,2.6718312,-0.4729368,0.3074779,9.1900644,1.229019,8.0720434,7.8480079,12.8427667,-11.1140765,22.8448549,-1.5372657,1.413405,0.6096927,7.4878389,4.4390202,-1.1903834,11.7913649,-43.3815191,-4.1505934,0.0297438,2.3420309,1.8714018,4.1221354,2.4488191,1.5758696,1.4512576,-5.3731505,-3.7260561,-4.6591703,10.6537933,-12.9218041,-2.2188995,25.253148,-0.5325157,2.8264542,3.5559447,0.8334328,-3.1655398,-0.7229214,8.0455504,-12.1226614,3.511641,-0.4405238,1.8401432,-10.4435154,-9.6485299,5.2061315,-4.6456992,-2.6911983,0.5019946,2.5725169,15.9400514,-0.5863676,-15.382546,28.6947723,-3.1902389,-9.6485299,11.7098821,4.2329289,4.4390202,6.380197,10.5730394,4.9357119,1.6361913,0.8540827,-0.582115,0.4351134,4.760655,2.2568444,-2.6281936,2.6712101
10-Apr,-0.052409,-20.5575084,-5.4785004,10.9349498,-1.6019385,1.5040854,-6.8838767,-2.154741,-24.3653527,-9.0449125,3.8014064,0.0835697,3.2845918,-4.7545538,1.3698232,2.5704898,-3.1727757,-0.5931568,-13.6874039,5.1805593,3.9389349,-0.8784223,-0.4009236,-1.9793457,-33.781654,-0.8889561,-1.5694493,-11.4750507,21.8680312,-0.735977,1.1594849,-3.1079995,-1.0792498,-2.305984,-1.1180567,-0.8957344,-0.7530661,0.0722365,-3.1813039,19.4471585,-19.3908242,-1.8264013,-2.2380991,-24.6565347,10.7163841,-0.5768287,-0.7139322,0.0138522,-1.688753,10.9789204,2.3302131,-1.1517821,-0.4650108,-0.572757,12.9579602,-8.6324518,-0.4332961,-13.0510679,-3.0208425,-0.7407554,-1.1706988,3.0797324,-8.9178345,-0.4271329,15.3413272,12.3727934,-7.9913057,-0.4332961,-11.56851,-5.6140544,-0.8889561,-13.4413875,6.170625,-2.2420457,-1.2202565,-0.3867579,0.1872713,-1.4780987,-4.321704,-4.2285683,-1.5818352,0.8241895
10-May,0.1908831,-13.3732765,-28.8667859,1.4065571,-17.7986839,-13.2829116,-22.3380112,-0.1136975,22.168471,-4.0116658,-2.5745228,-0.0299587,0.9627775,-1.0038664,2.061926,-1.15566,-0.2415768,-1.2774548,-7.5839655,-33.2963079,-24.9517289,-1.0996649,-1.961368,-2.5725824,18.2016239,17.9998976,0.2578085,-0.9323974,16.3686189,-2.3261268,2.0790809,-0.3252256,-2.3931577,-0.2847259,3.3353528,-0.7600608,0.3273997,4.4341715,-1.9109272,-16.090083,14.9168283,-0.5520913,-6.8767601,-1.9146167,-8.5086793,-0.5992208,-1.8064416,1.2057562,0.00671,-11.5057051,-2.5745846,-4.7525115,-0.2394563,-1.6595822,-26.6115204,-10.6897742,-0.4833007,-3.2659379,7.9882054,-7.5349614,-0.3486415,-9.9500412,-3.588789,1.006578,-16.7043351,-16.8106484,7.7837467,-0.4833007,-7.2174803,-6.345439,17.9998976,19.0809863,-36.1917709,-2.5810861,8.6434377,-1.0093449,-0.0260178,-0.3576576,4.0862046,-0.7038883,-3.451667,-1.2235512
10-Jun,0.1129136,20.5843289,37.2089389,4.8537363,-6.2513656,-2.0144456,17.910379,0.1355437,4.3872316,60.6549797,10.150759,1.0217772,2.9430796,-7.7499161,-17.1252661,-4.6253765,-1.6761914,1.3606075,12.0824256,33.3687317,17.005613,-3.2526994,1.2169199,3.2482763,27.9271752,-48.5260459,0.4609918,-13.5776541,-10.8242599,-0.2369085,-3.5209381,0.2042564,-1.3728149,-1.0105047,-5.2462262,2.4514407,-2.4394582,-2.2466377,-3.1782706,11.3905961,-26.6725994,-1.7167909,-2.6666159,-0.1568111,2.432179,-0.6819082,-4.5529711,2.4866107,-2.1411179,0.6553434,-15.8316527,15.5513557,0.7604106,0.4001201,2.3247172,-1.3872,-27.2480019,16.0727827,-31.0007341,5.0395757,-0.1976171,-4.6253244,17.6027832,-3.5734865,31.852319,-40.3942686,-5.6394569,-27.2480019,10.1821051,20.6744503,-48.5260459,-20.2317199,35.6528653,0.7739758,-13.0914504,-0.387392,-1.4823452,-1.1155095,-3.0350844,-0.2913029,0.7272146,-3.5181522
10-Jul,0.0608365,-4.6632306,3.4578277,-9.7328359,27.8721806,-11.5672827,1.0520114,-1.6530991,-12.6462604,-42.2199315,-2.022909,-0.7226234,-2.9652731,4.6444938,6.9827632,-0.3354062,-5.9797612,-1.5922745,-4.9215777,-20.0142461,-1.9563881,1.9191429,-4.8956744,-2.1880432,-13.3366247,24.73366,-3.1370669,17.829858,8.6469921,0.4870279,-1.7792368,-2.0653877,-3.1635285,-1.8160864,-3.5640919,-4.5174952,-1.3542772,-1.8866419,-7.0113893,-32.0382823,17.0726182,-2.6329745,10.1933996,-4.9880509,-6.7077771,-0.4643516,0.3973132,-5.2844858,-5.0795516,1.4252484,9.0766826,-4.8451614,-2.6339621,-3.4775641,-20.4083466,7.0785261,16.7631409,-15.4089817,21.1395995,3.1888552,-1.5848664,-9.827448,-11.434558,-0.2848439,-40.1126108,39.1830265,6.421038,16.7631409,-3.0131238,-6.4933268,24.73366,20.4371197,-9.7880085,-1.5017471,16.3198507,-1.0589735,-0.6918218,0.2977427,-2.8950833,-3.1432277,-10.6980053,-0.2700379
10-Aug,0.1303974,-2.6483821,-21.0072043,8.5931725,6.0770094,4.9120889,-19.5467587,-0.3099359,-2.4208369,-24.0645324,-3.862266,0.0495473,-2.1901274,-0.0921533,-13.6953271,0.2287101,5.4967743,1.1462094,-30.3269642,22.4167645,9.0875704,1.2791954,3.884549,3.1744378,-9.8852597,-10.7277047,0.6288056,-0.9142358,-5.2156408,-2.1367307,0.1086905,0.450967,0.7790063,-1.0056523,3.8466157,0.9432958,0.0885024,-3.8301434,10.4297811,17.5611905,17.5532162,10.5566696,-9.8557044,3.8933841,1.1783973,-0.3059394,-0.1572329,-2.4499108,0.5288054,1.0718005,5.7846798,0.1691972,0.4616143,2.1758036,43.7563862,7.7601965,34.6243521,5.179397,16.3493463,0.9119927,-1.2055512,5.5251742,-9.5072838,4.6004736,28.0648085,-4.8309379,23.4448573,34.6243521,-3.0468144,-6.5687688,-10.7277047,-12.0078264,1.0033884,-0.5983138,-12.5280319,0.1214647,-0.8735659,-1.1204645,0.1712082,-0.6381707,10.8971826,1.3277591
10-Sep,-0.00501,8.1993745,4.1654578,-22.4779927,-17.4489623,19.3124251,6.8194012,-0.3537504,-13.9080797,-13.7428827,0.1958155,-0.8625683,-1.9007546,9.0735407,-13.9981682,0.8519472,-10.8352726,1.9283773,15.7656896,-7.2149036,8.4866316,1.0942999,-2.8355816,-6.5261988,23.2038968,5.5180744,-0.9042642,-10.797132,-30.604732,0.3498968,-0.9690591,-0.7950125,-1.0930217,0.4774771,-2.7913626,-0.6456336,0.0462103,2.5236694,-1.4673134,0.8129024,-5.920255,-5.7879836,1.0583463,-1.3034496,6.079691,-1.8324266,-2.5482775,1.8376793,-4.1172786,-1.0224421,5.0013924,-11.1333842,0.5280572,0.2655507,-12.0318698,-27.18038,-53.1547562,-11.5316124,9.1032373,-0.4299964,-0.9798292,8.7221566,1.9963582,-4.5975904,-0.6487465,3.8726137,-22.5890194,-53.1547562,-13.1508144,-0.3059526,5.5180744,11.8763287,-10.2795181,0.7886929,-6.101628,-0.5720624,-0.3700877,-0.750401,-1.6848525,2.0235929,-4.6003027,0.2672972
10-Oct,0.2225322,-18.9975901,19.8405061,36.2120574,15.3935224,-36.9134135,-6.8718161,18.8976786,3.1911252,2.7955653,5.5472783,-0.615282,-3.1262823,-11.1829932,33.30926,-0.5597121,-5.0516354,4.8919075,-4.0003037,-6.0432404,-3.5208554,-4.4051113,-0.0913648,-0.7741077,-23.1410222,-2.0376511,0.1026691,14.8958247,-0.7892492,-1.6106325,1.6862112,-0.4240538,1.7827415,0.837136,3.1659564,0.8442021,-0.0381995,-18.3912452,-11.8173406,17.7881162,12.2495573,3.8551189,0.9506094,-1.5953282,0.806181,-0.9357898,-0.9545635,-1.3430882,2.5484469,3.0864927,-8.2531851,-11.176672,-0.4480678,-0.4755552,-29.2297479,21.3186093,23.1085898,12.8929482,-22.1403623,-2.5236096,0.731322,4.0982918,1.3567789,-0.0409299,-15.6007724,-3.8550216,-0.6536131,23.1085898,14.6232814,-14.7375066,-2.0376511,-17.510722,-13.1911616,-0.6817209,-2.143706,0.1711326,0.3057305,0.764208,1.7485698,-1.0498604,-0.9480947,2.030997
10-Nov,0.2033274,22.2267938,-1.740502,-23.8113937,-40.4009922,21.063916,7.3152735,-17.7896066,31.5546027,29.0707173,-12.2703937,0.00972,-0.2713791,-3.183587,-11.7176205,-2.4328045,4.0862988,-6.8283919,4.1582508,-20.6152651,-3.0946715,-0.6706529,1.1419286,0.7149437,-12.3615448,7.1007904,-1.9617983,-1.0523485,10.2304915,1.8769955,0.3331506,0.9284046,0.201857,0.00723,-3.1241892,-0.8889314,-0.3980809,9.7266032,13.2916156,5.5068132,-43.9857127,-8.5162208,-1.7027384,0.6550394,-1.0395893,0.2203138,-0.9004089,-1.4739997,-0.6131453,-1.799572,0.1727253,21.7225985,2.1745169,2.148617,21.4577248,-4.6508621,-32.0811804,-3.3506848,-0.4264077,5.3628726,-1.7518234,-7.4433745,-10.9228715,12.1457911,16.3386757,5.5747167,-1.5878105,-32.0811804,20.3837208,19.0454607,7.1007904,12.3250542,14.2698597,-0.4757003,6.526882,-1.7969111,3.1286131,-2.338946,-0.7171598,-0.1762404,3.9744313,-0.136157
10-Dec,0.299942,-6.1481925,-0.4159679,-17.1621,32.1216647,13.8830066,12.0290837,-0.4959298,-22.118069,14.0389097,6.0535036,0.41988,0.3571353,6.2408476,-13.3115514,0.2174421,9.0631777,4.8962296,34.1436544,21.6483431,-18.496226,0.0803413,0.5383585,2.1277507,5.5633862,-15.1497828,0.3203098,-14.8064921,21.2185661,2.8193344,0.4047201,-0.4185068,-0.1318359,-0.4259041,-2.2451018,0.7006219,-0.2977291,13.6023545,4.2673203,-42.4281933,41.1615037,3.1396266,8.0593321,0.5963688,-2.6617459,0.0804046,1.5638572,-3.0709464,2.6995335,3.884429,-10.9496103,7.9375439,-1.6555407,-0.5950368,-1.4649936,13.9701782,51.7121427,-3.0624408,2.3930682,1.8710263,0.7817633,-26.5250244,12.6492508,-13.5135084,-7.277695,-7.9537825,-4.2308016,51.7121427,-10.9807159,2.6444323,-15.1497828,-7.4008566,-26.1678114,-0.6904165,6.3696204,2.7290028,-0.9678741,2.6489411,-2.3285609,0.7289349,2.536945,-2.13814
11-Jan,0.1397303,-17.2915313,-19.4813669,20.3746211,-1.4395537,-33.2105354,-39.5529741,0.0117899,1.2841659,-26.6464149,-5.1864477,-1.2476721,-1.7064411,-4.3917374,11.422459,0.7824964,2.9564608,-0.7965888,-41.3402849,8.7113787,25.0678643,-5.132738,-0.4000729,-2.9303311,-17.2530769,-3.0359682,-1.1712167,10.0413688,-18.1228722,-6.3260206,-1.922605,-0.8685426,-1.1146232,-1.3971396,1.9830993,-2.396797,0.0678897,-11.833048,-6.7042703,59.9325832,-8.4181095,-6.6292021,-14.1319103,-1.1204333,2.4010252,0.2077216,-1.500337,8.3500167,2.2169255,-2.3889703,10.880336,-2.3814219,-0.0970032,-0.4657943,-13.4525404,-22.815548,-57.8140114,-3.1103326,-20.4958787,-4.1806086,-1.5029671,18.3891189,-10.7329237,-1.1748943,5.6757095,0.7492287,-10.4421246,-57.8140114,-9.3782806,-16.8075042,-3.0359682,1.0507912,34.3789044,3.3133619,-8.6595854,-1.339238,-3.8815473,-1.9195814,1.5841205,0.7510326,-11.5839932,-1.1421762
11-Feb,-0.0782731,9.0170625,-29.7152688,-16.0859895,10.6928203,5.8329215,20.6371183,-0.0975785,-5.9361599,25.6961062,-0.4256678,1.1540507,6.6406869,-0.8215429,-45.3006182,-5.9565644,8.9669207,0.2446693,-7.7409049,-1.4091913,19.7953594,1.3221765,0.2945144,-0.4942735,30.6669696,7.3434551,-1.5316167,8.9096171,22.9224376,3.4148511,1.7713405,-1.1642921,0.0211353,0.5419318,-1.8352965,-0.3836595,-5.4497319,6.7928391,-5.5503455,-34.743339,6.671323,3.1634763,4.6075502,-2.5501249,1.9696134,0.4437934,-0.9287983,-2.1975141,-1.6578922,-12.6027105,4.5446634,6.9894597,0.3177204,-0.3220136,18.9846058,-3.4460687,11.0470077,-6.2310793,-4.4839968,3.1532515,0.5438964,-3.2544735,1.7703197,-4.4883133,-15.5909865,1.970848,10.1154924,11.0470077,-21.0885821,2.9013391,7.3434551,-7.7510315,-13.0413908,0.9702733,4.7208257,-0.2161939,-1.2135264,1.6989148,3.5078852,-0.7182004,5.7563951,-0.4098793
11-Mar,0.134577,-12.0763939,38.5287965,12.5230644,-16.5243018,2.139944,-3.7580636,-0.5845105,-7.8830285,11.352702,5.3802196,-0.4453696,-4.4960589,0.4282736,39.6569247,9.137109,-19.2584466,-1.8188231,48.1091447,-1.5162646,-18.889879,2.0282558,-2.1224495,-1.2740132,-18.4848363,7.8815826,-0.6364284,-15.7023617,-19.2281769,-0.1071456,-3.1538166,-0.9417457,-2.3038641,-0.9920928,0.4570779,-1.1887709,1.2727454,-1.2208713,-2.5317952,1.1502474,-5.3180578,-3.1554632,-3.2297874,0.3117753,1.9058309,0.6128481,-0.963959,-1.6702996,1.5079974,8.6767169,-7.0767323,-36.6446857,-3.3839676,-0.2906889,3.679171,-10.7763589,35.4389097,5.3219976,12.7659817,-7.4209016,-1.1630855,-9.0388038,-23.5241069,8.1243845,15.3474846,9.2924361,2.2157715,35.4389097,9.7440021,-4.7667647,7.8815826,14.5280183,2.0212944,-0.8192207,-7.0586962,-1.3978922,-0.0483972,-1.2751929,-8.8835898,-0.8770478,1.0302223,0.0817852
11-Apr,0.00681,2.1854182,-8.3418147,3.3667996,-18.4936692,14.3577085,6.6140187,-1.2465329,7.2224358,-17.9625851,-0.9236369,0.0860758,-3.2191734,7.6630285,4.1287974,-1.9798083,26.5452756,-1.2786837,-35.9055837,-5.6582478,-14.9466998,4.9486493,0.4334193,1.1536981,-6.9178248,-17.07911,1.4152051,-9.5856761,1.9927,0.2262896,-1.3139671,0.00727,-1.0527951,-0.4030287,0.9467629,0.9541168,-0.690191,-10.7426253,6.484219,-27.823109,10.4339915,3.2079998,2.0653596,3.3206188,3.7847929,-0.5467024,1.3524125,-1.7307267,1.1625372,-6.9737382,5.4739652,26.5385095,1.8783198,-0.5709936,-22.8526458,20.1713669,-39.0923779,8.3489763,-11.8535687,4.9560206,-0.1051307,6.9453812,28.9482076,-2.9116443,-11.10053,-20.0024397,10.66059,-39.0923779,-12.3449728,-11.5262133,-17.07911,2.6456989,9.3936037,1.4627985,5.4893135,-0.4037592,-0.2443655,0.0423309,11.0733739,0.3879396,2.2677223,-1.0830437
11-May,-0.0932645,18.4322837,-4.3833373,-18.1136672,-11.0907437,2.7440242,11.561897,-1.2595761,-11.4795622,10.5150059,0.1923802,-3.7026792,-2.6355862,-0.5028135,-8.8495735,-0.3661568,-5.9610474,-0.0575215,-10.7147306,7.0615232,6.8194983,-9.9562583,-0.0247721,-3.4606317,21.8073193,22.7775269,-3.8687356,1.4876139,-20.7151511,-0.1869399,-2.3544164,-0.1151858,0.3832778,-1.7303529,-0.8876607,-0.0819515,-2.1738172,12.4065776,-5.650533,55.2949988,-18.3838581,0.0922641,-3.5546926,-1.5282242,-4.5517956,-0.2573555,-0.9146279,2.0761641,-2.5866982,9.2140011,-3.4504973,15.0735144,-0.724893,0.7389688,7.0512281,0.8913969,0.8426353,-2.9294412,-20.2474453,0.7825012,1.1960504,14.3400632,-4.6138337,-0.5472742,-7.4816383,17.7815403,-10.1161367,0.8426353,27.5916909,-19.6189384,22.7775269,-17.8846729,-9.4071517,-0.0322102,-3.0164763,0.2949577,-2.8046539,-0.2218257,-1.4974775,-0.5553385,0.4233177,-0.1771405
11-Jun,0.1930693,-7.1847229,-6.5926675,14.6974964,58.7257514,-4.921303,-8.1834253,1.6310089,20.8802182,-20.9139631,-0.0704509,3.7412276,-1.113144,4.0780755,5.565853,0.2477571,-4.4641998,3.1575954,7.8894364,-3.625173,15.245548,10.0368969,1.1850924,2.8429189,-5.9484812,-8.9992312,1.6905193,2.1327623,11.541416,0.4019013,1.7186684,-0.0679803,0.9015573,3.1279594,0.6105261,-0.208211,3.0572971,9.0596343,-0.2493413,-48.2022376,5.0850522,-0.8003458,2.1691387,-3.0714057,10.5708747,1.924753,1.8526959,1.4035156,1.865084,2.6292443,2.2382522,-14.9847883,0.7201801,-0.8327003,-8.3237264,0.303558,29.2053396,0.534456,30.8645687,-1.2958321,-1.5274941,-10.1011615,-4.8298766,4.021488,11.1708609,-4.2291911,7.8295753,29.2053396,-19.1858127,14.2635583,-8.9992312,23.0494271,20.628657,-0.7498401,-2.2270603,-0.0773009,2.4126796,-0.1240767,-6.9040026,-0.921408,1.0023158,-0.2600074
11-Jul,0.2995187,6.6261651,13.9511304,10.3851643,-8.6795532,2.6584435,-5.7210883,-6.1367187,-9.5114228,16.8992234,-1.1548822,0.1816815,-1.087122,-6.3826357,-28.3568395,-5.8001792,-9.7597232,2.9698518,-19.4337681,4.991511,-7.8854338,-4.4511557,1.0692979,0.0427196,-0.1475075,-6.6283021,0.8815514,2.2128967,-17.9018436,0.1638247,2.0250852,0.4465722,0.2705336,-1.0277545,1.473797,-0.4908672,-0.6474708,-15.2310942,7.4506757,19.4896621,2.9834042,2.49404,-14.7026156,0.021397,-3.8864715,-1.9890872,-1.2465053,0.9448619,0.930846,-6.8188742,-4.6713096,-27.0995128,1.9435508,0.5050336,7.8385652,25.7690388,-4.1021993,-11.0864753,-6.9809503,0.8073461,-0.083297,-1.5118786,3.0818089,-2.8690091,3.606757,12.4598695,-11.6189149,-4.1021993,-4.5370855,14.9213142,-6.6283021,-9.2923937,-4.7474195,-2.2789182,0.2829649,1.097088,-0.3849154,-0.5031347,4.0193662,0.7959996,-5.7715596,1.7431775
11-Aug,0.2216585,-23.0127476,-6.5066095,10.7998497,-10.4319915,-8.7555904,14.0609185,2.0471847,8.9697195,-30.4474731,-0.7236542,0.2602355,0.7869146,-0.1570725,26.9715858,3.3230646,5.6346572,-2.9266431,32.6749397,-14.8239834,-11.2075067,-0.1799453,-0.7141563,-0.6219546,-1.7072128,10.616413,-0.908979,14.4335619,58.9325587,-2.1395824,10.0303015,0.4936612,0.862869,-0.417456,-1.5638181,2.5711241,0.7463643,1.8369647,-2.455254,-1.5060524,-3.2188126,0.6801968,7.8250132,0.5502614,0.7215411,1.3251815,-1.6056631,-1.0156931,-0.1660148,-0.251504,0.6479486,21.191341,-1.0207723,1.2603388,-13.4063768,-12.1253148,-28.468409,6.9923423,35.5344488,0.9153186,-1.2123246,28.65829,9.3712345,-1.1845965,-0.3584812,-4.4859949,5.5170538,-28.468409,20.0367332,1.1718551,10.616413,10.5125607,3.7204616,-0.2078532,1.2740939,0.4297852,-0.4588026,0.5558328,2.6148477,1.9939624,8.8040552,0.8570729
11-Sep,0.1240866,-13.1430745,-17.2578791,-27.8795135,6.1003248,-1.7697303,-18.6800008,-1.6940882,-3.9181644,20.1750278,0.9757178,-0.4777589,-2.5797944,-5.0601839,5.5592594,2.9305623,9.3328096,-1.5137802,-15.9029202,2.1279751,-10.4257161,1.0045347,0.4444751,-0.9064501,-30.5763899,3.7296318,-0.4723168,-20.1693641,-16.4582246,-0.8103893,-8.7250034,-0.3143432,-1.8330868,1.5598297,0.3750185,-0.888131,-0.1127167,-1.336566,-6.2873113,-20.9963033,-3.6009917,-0.1715389,-5.5311917,-1.3032984,-3.7137194,-1.1621949,1.2184396,1.7652867,0.0665357,0.1950395,-8.7877664,6.4904984,-0.4808611,-1.3492248,19.5552979,-3.8686955,44.148291,1.6836522,-20.5625078,-1.7020982,0.8597562,-17.3492123,4.2558058,5.8492996,-24.1046763,-14.6021401,-5.1800713,44.148291,18.2364402,-3.9833591,3.7296318,-21.6224029,-11.8926143,-2.6354778,-1.1928503,-1.3504847,-1.409245,0.489543,0.4896325,-1.874315,-7.0105419,-0.2924407
