date,gdpm,Energy.sector,Business.sector,Business.industries,Industrial.production,manufacturing.industries,Durable.good,Information,communication.technology,technology.sector,Public.Sector,Content,media,Cannabis,Agriculture,forestry,fishing.and.hunting,Mining,quarrying,oil.extraction,gas.extraction,Utilities,Construction,Manufacturing,Wholesale.trade,Retail.trade,Transportation,warehousing,cultural.industries,cultural,Finance,insurance,Real.estate,rental,leasing,Professional,scientific,technical.services,Management.companies,Management.enterprises,Administrative.support,waste.management,Educational.services,Health.care,social.assistance,Arts,entertainment,recreation,Accommodation,food.services,Public.administration,perishable,export,import,trade.balance,US.industrial,US..Shipment,Building.Permits,Consumer.confidence.index,inflation,employment,US.employment,gdp.growth,Price.Index,Housing.starts,US.Retail,Shipment,US.Shipment,global.pmi,Inventories,retail.trade,US.retail,US.housing,consumption,expenditure,Services,investment,Residential,Machinery,equipment,Intellectual.property,Farm
07-Aug,0.1234759,71.011537,16.6467639,23.6509047,-31.4759351,-37.0243142,12.4755198,-1.8289902,27.2309035,-6.797663,17.3774149,-3.6728281,-2.8842667,1.2503953,14.5652094,-4.1977962,7.7660065,0.103549,7.3195027,23.3090117,33.9027334,-1.1127009,0.3787895,-3.9826608,9.6508237,7.8860592,-2.0888504,7.5431219,10.7482086,-0.8085507,3.8202914,-1.5128995,-2.1588616,-0.5429606,1.2595054,-2.3637293,-2.9583613,-39.7595717,1.3440594,29.5397071,16.0026055,-7.843726,24.155181,1.0968244,2.8519167,-0.6893824,-1.9760595,0.0505937,-0.6574965,-4.9528784,4.9607246,11.7125953,-0.1327576,-0.5565636,-15.5227726,-57.349561,34.0372351,-10.7024213,17.4884661,-0.1667484,-2.6157666,-44.2841121,16.7981512,-5.9066485,-21.724288,3.1751645,-1.5575817,34.0372351,7.4399982,6.976636,7.8860592,-5.9227334,43.5182989,-5.3643377,-2.7108749,0.163828,0.1620585,3.1602027,-1.5588621,-0.9660408,6.866359,-1.8773462
07-Sep,-0.0783102,-14.0514716,-13.9040126,-11.1808101,46.7969881,38.644177,15.8585204,-0.1077123,3.4928584,-28.5460359,-9.3256517,4.151183,-0.4293635,-4.8353057,-13.3424104,-4.6810432,-23.0953748,0.1104251,-5.0588638,-4.0256089,-26.0154993,-0.4275875,1.6765589,-0.416234,-4.5595916,-6.6785361,1.8066619,4.4153292,-2.8691484,-4.5668017,-2.6591545,0.069963,1.892137,-0.0470309,1.1906016,-1.9918471,-1.3312542,46.1248477,-1.5917432,13.1599153,-18.1228992,3.2060763,-7.8253201,-2.2629171,-7.3532157,-0.6810647,2.6106006,-1.9746629,1.8368116,0.3822528,-0.5978795,-5.8848465,1.5388302,3.4006313,1.480301,39.1358484,-39.1632566,3.2186671,-2.5151224,5.3207533,-0.8459054,9.1646174,-10.7406195,17.5387613,6.7507766,8.8902397,-27.8642055,-39.1632566,2.2133651,-23.820362,-6.6785361,2.2637053,-8.8281019,-1.7224394,9.5246509,-0.9146678,-3.7872223,-1.5045769,-0.7876911,0.9082861,1.2082971,0.8121362
07-Oct,0.0376828,-3.0289646,29.3863752,-4.1346765,-26.7090665,-4.4623553,-12.887394,-0.5802601,14.3946587,28.6237764,-14.8212896,-0.0554573,-0.6161138,12.7516883,30.253605,3.9494018,14.6848904,-1.1999357,1.3328607,-2.225272,6.2098034,-1.6153142,-0.6226593,-0.4014526,6.7376571,7.4823623,-0.5902386,-16.5477164,-7.8226801,2.82199,1.7178941,1.0774986,0.4705605,0.2648036,-2.292469,1.3201253,-2.889591,-7.6964448,4.8589065,-44.1721715,0.2765404,2.9292599,-13.2249165,1.75086,1.1183768,0.6607351,-2.7506128,-0.319978,-0.7329298,-1.0364112,-3.9882205,-7.0991907,-1.1408804,1.4441788,21.0925176,18.1729577,7.9012753,-5.4216318,-3.367553,-3.0800068,0.8925964,28.1889329,1.2872514,-11.9328456,-2.9840379,6.448822,22.8290395,7.9012753,-6.0038677,18.3510226,7.4823623,43.2578574,-15.3869838,-0.8013025,-2.5092704,-0.0942561,1.8399997,-0.3951517,5.4839091,-0.685001,-0.9649401,-0.5362554
07-Nov,0.0382939,16.5335231,-0.8705407,-32.2435953,21.7885437,-45.5787658,-17.4218451,-1.730477,-22.6427714,-23.0034433,12.3902156,0.3930565,-0.0851744,-10.6768887,-32.6807698,-2.1262556,-9.9275307,-2.0959936,-3.3512334,-10.1533892,-3.7421889,-1.1422536,-1.0754842,-1.9076638,13.4842889,-6.0917174,-0.9658289,10.086159,-12.0910563,0.5306101,0.2488697,-2.3237698,0.00836,-0.222514,-2.2674638,-1.1350749,3.0961234,-8.1502973,-2.3546366,-14.9487641,16.0362676,4.7986114,29.5809021,-0.8032373,-3.4324169,-0.8108808,-1.1941188,-1.1142805,-2.9228909,-0.4663516,15.4104478,-14.2492571,0.4180961,-1.3041099,1.0567156,-10.0663928,2.4659401,3.9751355,25.6566468,4.5299582,-1.0382328,-23.0831464,2.9999885,5.1265522,11.2266077,0.2677759,9.4069653,2.4659401,5.990373,-13.4413898,-6.0917174,-12.5614199,13.6546191,-1.8036671,-11.3402313,-0.1814978,-0.6363203,-0.0362468,-1.7206146,-0.777224,-2.7500602,-1.0142582
07-Dec,-0.1664358,-17.6329249,-6.6348745,43.1997444,-42.6078993,42.7765794,27.9391877,-0.2331188,-7.1744317,-2.0684068,-35.0774299,-0.1553766,0.0607002,1.7782185,-8.6795277,-0.3050668,2.0417101,-1.6099888,0.9931783,15.7677111,-13.804906,2.8627633,1.1618054,-2.0542941,-17.5281326,0.4801821,1.8346684,4.1239004,33.8114726,0.6428098,-0.1450958,0.6912789,-1.5317696,0.9672148,1.1536874,0.4808253,0.2281346,-7.3268682,-4.2495093,27.3162056,-27.2924201,-3.7133695,-35.3119755,-1.2370855,7.9987234,1.4224523,1.1517676,0.4361864,0.3984679,0.6587392,-2.9949577,7.4272685,-1.0418112,-6.639481,-19.5788454,-5.3951763,8.0108119,-0.794717,-8.5103821,-6.3475248,-0.00234,8.9500654,-1.7900911,-5.5961897,-18.547548,-30.8841243,-1.1666963,8.0108119,-12.1414323,6.4295069,0.4801821,-35.8562403,-1.641744,-0.0452385,23.5373136,-1.4375648,-1.1752785,-0.2974012,-1.1797794,1.6862118,-1.9189183,2.5854582
08-Jan,0.1809181,-5.2878576,-0.5533975,-2.0096772,-28.7697364,2.7924763,31.7143362,-1.2682568,10.4366213,0.0729552,28.6722023,0.8464279,-1.2105005,-0.4608483,19.0045299,-0.3253288,24.043505,1.5989471,1.8695154,-7.8946156,0.5833576,1.7686216,2.4483413,1.9186402,-3.4035375,7.4572819,-1.396365,-7.1251904,-23.5702151,-0.7141585,1.1378541,1.5008988,0.0881871,-0.1409985,3.5947806,1.8487953,-0.6372353,9.0679456,-2.3309929,11.4606822,11.6173646,5.0180206,6.8968331,2.1614047,-4.3981105,-0.2943915,6.5311129,0.5327632,1.450142,2.2783113,-12.3443905,25.3502743,-1.4387704,2.8820618,-6.6119286,-3.2811186,9.3251772,4.2970343,-32.4579624,6.5787692,0.1723625,-38.0516146,-2.1998116,6.3004341,33.7841086,15.5625435,-17.7292283,9.3251772,-0.8776375,4.1304771,7.4572819,14.4437958,36.4433761,1.2740965,-13.0603919,0.784205,0.0180317,0.2054218,-0.4753156,-0.1528708,14.5897461,-0.00484
08-Feb,-0.078933,3.4848394,-3.227153,13.742517,22.7219513,1.5395424,-36.9988382,-0.7978575,-6.9699397,1.1915388,-0.4883348,2.3650128,0.5006082,-2.5059506,-7.4619476,-5.1011588,-9.8741649,-1.7040884,3.4065448,-20.4025173,19.2084857,-3.8074724,-2.3197753,0.4312127,20.2138,19.8091961,-1.5825336,-2.0745362,15.1943366,0.1300936,-2.7640025,-2.28239,-0.6107056,-0.2847408,-4.360971,-2.7751411,-6.727272,-8.7784974,-6.9168065,22.7216701,7.3168642,1.6015737,4.7120914,-0.4452085,2.8205177,-1.7919219,-7.416148,-1.2664524,-2.1370076,2.0812894,2.8758768,-24.7101798,-3.2283376,-1.2043536,-7.7215567,-5.6225775,-21.9528737,4.1981381,23.4662023,-1.0494177,-2.2108243,39.3026481,9.0885122,-0.3542608,-31.665206,0.8334455,23.1036391,-21.9528737,2.54029,8.1485722,19.8091961,-1.3256638,-44.4226978,-8.9274024,7.562934,-2.1101642,-2.583378,-1.6102394,1.5120443,-1.8361586,-21.087354,1.2513037
08-Mar,0.0780749,-9.591932,-20.1137917,-44.6185535,23.2398541,-28.3077445,-1.311721,0.3411834,-2.7926462,0.4246576,8.5928524,-4.0190459,4.0415204,2.150523,-3.7550978,1.2127631,-14.1942462,0.3369202,-6.2291672,18.1444492,-29.8648748,3.3339231,1.4882043,-0.9753809,5.0759969,-31.8431317,2.721899,7.4139745,-6.7654954,0.9745641,1.7889942,0.7182567,-2.084745,-0.2913244,2.033759,1.4225398,2.7088265,6.3346982,13.3761719,-36.643587,-3.188914,-4.5224099,-1.0650504,-0.5888935,3.3080018,-0.8771989,-2.5701098,1.3639258,-0.2862011,-2.0571933,4.2252176,-15.2685004,3.483015,-1.8742112,13.2294612,-0.3650096,5.2933197,11.5783168,14.0752049,2.1656438,0.303578,-12.5731515,3.6009916,0.5008326,16.3847462,3.7331138,-8.2479605,5.2933197,-11.2767719,-12.7056837,-31.8431317,7.7266727,24.3796656,0.4250089,-12.6884155,2.1565056,1.8526824,-0.0502374,-7.2669593,0.3445815,9.4305996,0.0504112
08-Apr,0.0909148,26.0061072,-16.617386,54.2464315,11.3837471,16.9604604,25.5170892,-0.2504185,15.509107,69.2990221,2.8186244,1.132524,-4.6894738,-3.0524002,-19.1934562,0.3564902,10.2548899,2.4173237,7.0490945,8.6035003,-4.6002784,1.5928292,2.2674242,0.3684925,-23.3047816,19.1125905,-2.0287842,1.8560318,18.00138,-0.585235,1.2467225,0.4403427,-0.8953318,-0.4847596,2.0851391,-0.1310375,3.9507529,0.5681373,11.6292291,-6.0727899,20.5920036,-0.6032832,-1.3674055,0.1637134,-10.548244,0.3289286,0.7614407,-1.6408865,1.0307937,-2.193664,-0.694422,33.3498492,-0.2261772,1.1799119,-3.3923748,1.0367201,-5.8284461,-20.0742195,4.4478047,5.5638046,-0.4611594,13.3689693,-9.354682,3.5252562,-11.8835276,-4.7820954,4.3396893,-5.8284461,27.5670799,8.6601524,19.1125905,-14.3942031,-33.7476447,1.8283403,4.787895,0.3510267,4.120032,-0.8505786,5.7446524,0.8888654,-7.4489927,1.1553567
08-May,-0.0012,-5.2003832,48.8716336,-5.6238274,0.8680654,-19.2880003,-34.6768894,-0.2103971,5.7022732,-24.5446842,-2.4054742,-2.0644634,0.0337664,-0.8276473,4.2258892,6.4147372,-0.1756705,0.3334949,-9.2692906,-2.6396504,45.0426098,-2.2963474,-2.6469298,-1.5964748,20.3282488,-20.2305094,-3.1456229,-2.8289367,-11.3653961,-0.3020906,0.4344282,-0.7265446,-0.4674553,-1.2381483,-2.5758412,-0.9258703,-4.548102,-8.8225002,-10.1191458,4.9737122,-9.6831346,1.8899657,11.59327,-0.6742677,5.1798874,-0.8810938,0.2297478,-1.2554367,-1.2614757,1.3929344,-8.5595401,5.1650515,0.3660138,-1.1771116,-3.7918857,0.7261723,-6.5451794,0.0451886,-1.3325536,-9.7078033,0.5725137,-24.1694105,-9.9522749,-7.1789689,14.9499222,-6.7101981,-4.1232213,-6.5451794,-31.2853092,2.9870766,-20.2305094,-7.0112679,16.5292459,-1.3858049,-6.7972349,-0.00879,-3.877041,0.7924898,-4.4261406,-1.0244248,2.8407875,0.0772543
08-Jun,0.0861608,1.1657997,-18.3132054,0.7719109,-52.726217,26.1103858,-1.6097312,-4.0738491,-9.1130097,-41.5865191,-9.7277567,1.9438881,3.8429378,3.876038,26.2859434,-2.170205,13.2803516,-1.1038775,22.0333857,-22.358846,-35.097646,0.0157611,-0.8852325,-0.5354853,-15.6064446,11.0554309,-0.5150271,-5.4180688,-5.4114062,-3.2540772,1.3629313,-0.6260284,-0.7891514,-0.9501115,-0.0241393,-0.2066561,0.6475738,-7.4996726,2.0872725,-4.3684292,-0.8371323,-3.1182369,-6.8528929,-0.5204271,1.8999188,1.5979566,-1.4789864,-0.3640071,0.9146003,-3.9477541,2.0231035,-37.7584062,1.605597,1.0824768,7.0254403,-23.5460356,-7.2326908,-3.3530803,14.8590074,10.5773763,0.494861,28.5247998,7.9887335,16.2381013,-19.3614159,-1.4130375,2.9186453,-7.2326908,27.3098676,-9.7234337,11.0554309,-4.9915911,-7.9151802,2.8290134,7.3743809,0.2716594,2.4344871,9.3830728,3.0722713,1.2063131,-3.2281617,-0.7517538
08-Jul,0.1885927,-67.2325552,-7.9341307,-7.8767933,14.4073315,4.6815118,15.8573684,5.030673,-3.1299182,-4.6581662,9.8473135,0.0571108,-2.0050118,0.8735316,7.0613357,-1.2612289,-22.1042351,1.0287952,-21.4872623,22.8199544,31.8313214,-3.5161547,2.072848,0.9658727,-12.1441208,-15.0283312,2.061024,11.4779207,12.8272228,0.6643371,0.7470417,0.3492322,-1.9096673,-0.516879,2.9008635,0.2976676,1.7001354,23.1512276,-0.6400695,28.9061458,-22.6851917,6.2020685,2.2545691,0.6811436,1.6639139,0.1075557,1.2378239,2.578301,-5.1972131,-1.9887645,23.3265785,29.964741,-0.820859,3.5706981,-43.8958184,-10.8039306,4.8742697,9.1187615,-11.2037749,2.7006905,-0.7871202,2.149373,-5.1823456,-3.9503597,-1.3172967,-19.2806125,2.1712727,4.8742697,-13.1543183,9.0820025,-15.0283312,0.8772457,11.4604801,-2.2614793,-4.4457452,-0.3971104,-2.8032504,-9.281922,0.8323339,0.05096,7.5963146,0.7661103
08-Aug,-0.0335707,79.4976482,5.697773,-9.3083751,36.2898766,4.2523083,13.5560145,-2.0004777,-50.6875163,7.5093512,-5.2728963,-1.5999773,1.6361564,0.7013823,-30.6511922,0.7571749,1.5506285,-1.1390336,2.5964315,-4.5628963,-24.4351077,5.2312378,-1.161099,-0.6488938,13.1347993,22.5178732,-0.7892918,-14.1021791,-22.5308784,2.1859948,-3.1961689,-1.1681543,-1.5288657,0.4979281,-3.4797922,-0.1388597,0.4905981,-6.4853757,-1.7990702,-35.2180173,22.611829,-8.3975285,-7.5599429,-1.278749,1.7519006,0.5124709,-0.7166789,-0.7586391,2.3005362,3.3897942,-21.2923839,-19.3515429,0.2912225,-6.1539108,38.4984572,49.7623123,10.1074364,-9.1025621,-14.8723379,-6.4628583,0.9510301,14.121654,15.4729001,-19.4883283,11.4913415,32.0131603,-11.2181028,10.1074364,34.6400602,0.4620077,22.5178732,25.4595784,-31.9297341,-9.5858832,22.0989396,-0.6373137,-1.2269591,-4.9028727,-3.5506573,-1.0502646,-3.9255664,-1.2202298
08-Sep,0.00969,-34.1542399,8.4792811,22.7527445,-20.8402152,-26.5298462,-17.1468879,1.2946711,25.2100855,17.1036799,7.2345783,1.6989027,-3.1692914,-3.0708519,25.3383749,1.8257966,3.2073177,0.5938496,-2.7823315,7.7276984,17.4642619,-8.8299708,-0.3457311,2.0943648,-12.4013199,-23.383762,-2.7848559,6.6097969,-9.1856427,-0.1070338,11.8792469,2.1259758,0.6145179,0.059685,-2.2619811,-0.8108483,-1.1180252,-2.1136606,5.7872118,20.2771829,10.0634429,1.3401943,12.3743443,1.9948173,2.2410879,1.1026305,-2.6477426,2.5502528,-2.7404581,-0.2232128,4.9469004,23.6991653,-1.676736,1.0174819,-8.8765003,-17.3170449,3.2734162,-4.2814448,15.2741932,2.6196485,-1.8523257,-24.8724271,-12.0142729,12.0239793,-0.3247954,-23.2762535,10.0161584,3.2734162,-1.4324119,-4.6621035,-23.383762,-13.5374191,38.8247077,0.3209019,-8.9312136,-0.0676091,2.9995322,-0.5316048,-3.9734179,-1.0183879,1.4864599,0.1824874
08-Oct,-0.0470907,24.9963093,-45.9684385,-23.2187705,-31.1647437,15.1794713,-2.9970535,-2.3106811,31.792297,19.3218701,0.9201779,-2.6217167,-2.0259069,-0.1046316,-11.4452143,-2.3811144,-0.6400659,-2.7457954,2.8950055,1.3365493,-26.4178846,-3.2462506,0.4968531,-3.1923351,0.4528902,3.4439354,-0.9645656,-5.9552717,23.5384117,-1.6434821,10.1545247,-1.3998185,-0.8702339,-0.8545346,2.5365889,-1.0516134,-1.1428251,13.2146411,-5.3940795,6.0921532,-24.0076354,0.7714507,-2.3947137,0.0165916,-3.8477477,-0.2948596,2.9423866,-4.7375569,-0.5291613,4.1548505,-9.8745783,-7.0327728,1.5936756,-4.003881,-7.5150478,-12.772624,-2.5148469,18.5782634,7.1187801,4.4063104,1.7132227,-3.3709099,3.7945059,12.0416713,9.5648479,22.4592518,-2.4993987,-2.5148469,-27.0364866,-29.9433417,3.4439354,17.1211192,-5.2324751,0.0228026,-2.2560543,-0.405194,-1.9892924,3.2135585,-0.438662,-2.3438683,2.8248367,-0.09869
08-Nov,-0.4396612,-13.720108,27.3506367,5.7355571,27.9505736,-7.7347695,3.5587045,-0.6570091,-13.9536884,-39.1137867,-5.7622712,-0.7171401,1.3627261,0.5109314,-8.668407,0.8140489,7.477716,0.3407973,-6.4963488,11.8565156,18.6243366,7.5474988,-0.8917071,-1.2849696,1.6573552,26.1138366,1.573461,-8.9933539,9.7746708,-0.2964091,-6.225893,-0.4312856,-1.1701732,-1.6512982,-2.1976587,0.7054686,-1.3889558,-12.6124872,-0.570326,5.3706062,13.3422852,-2.7512268,-8.9613276,-1.6357288,5.6910688,-0.4773706,-1.0083342,3.9311013,-0.5409859,-3.1116291,9.2289444,-7.4964629,-2.8168895,-1.5942538,6.2055785,13.4515335,-17.9519177,-13.7346829,-6.0253578,-9.3527043,0.6022879,6.4886066,5.5038157,-13.4854278,-7.8226729,-21.1066533,-8.0318713,-17.9519177,1.0309408,34.6145176,26.1138366,-13.4703276,-11.8162276,-2.9164797,-5.9887767,-0.5938535,-3.9878102,-1.7284156,10.6053577,2.3568761,-16.232005,-1.1722261
08-Dec,-0.6001903,-13.9712499,-7.2987231,4.9134616,1.2434899,16.5747181,-17.8046501,0.0969311,4.208941,6.6495148,8.1791443,1.1600615,1.2303922,3.040063,0.5779875,-4.2910884,-18.3695195,1.2364979,9.4965568,-40.869017,2.5742432,-1.2379601,-0.3564843,1.3411702,-10.8884021,-45.7008131,0.7630688,-3.7111713,-40.022481,-1.9713371,-2.9678978,1.3904818,-0.4630955,3.2796483,3.4859511,0.2371279,0.6449349,22.9309638,1.3379698,-41.9597351,1.3811221,7.1822205,-6.3450562,-1.880236,-6.3088787,-2.464014,-2.0777182,-2.8386218,-2.4579074,11.1830061,2.2120013,11.0458799,0.015308,-0.4318351,-1.2828933,-8.079542,13.1005941,4.9908272,8.743624,-1.0011933,-0.500342,1.4023863,-16.1526768,0.4413634,-1.8584387,35.1797915,-2.4586779,13.1005941,1.4115837,8.682357,-45.7008131,17.5965367,-39.0006359,-1.4820968,-1.2511825,0.5608843,1.5961837,2.7922304,-3.8178714,-1.3108468,17.0211148,0.7214156
09-Jan,-0.2094402,33.1122594,13.3398669,2.7603792,5.6889694,-47.3446657,-1.7461499,-0.6679995,11.5695497,2.5098545,-5.2230692,2.4455855,2.573785,-2.4431743,-2.7854222,0.5917798,2.6087441,-0.9058549,-10.632482,12.3805386,-17.6647971,3.6528714,-0.469984,-6.0471435,19.8401331,8.4401541,-5.4704074,13.9932467,33.8985763,-0.7438841,-4.9450275,-0.3322413,-1.0768952,-1.3217503,-3.9756018,-2.511481,-0.0510202,-16.1652065,-3.0113054,20.3509812,-2.7068065,-4.1890972,12.6024704,1.5666303,2.9557662,-0.7859131,1.9050338,-3.4649677,4.5166996,-8.7429869,-17.2490612,16.6713867,1.3491435,1.7369755,22.8805398,-20.0223811,-12.3571928,-42.258727,0.4403521,-2.436839,3.2096734,-39.5390083,8.9233915,1.844992,-1.7804455,-10.2556176,-1.5358483,-12.3571928,38.5386338,4.7770148,8.4401541,-15.3229455,30.0557578,0.2980632,2.2479979,-0.6192601,-7.6362855,-3.3546988,-3.5985553,0.5355161,-1.9350939,0.1834349
09-Feb,-0.2264065,5.0911047,-2.0350867,-44.2611052,4.3604199,26.9554289,28.0164577,0.1620736,4.7050723,2.0813956,4.8161805,3.5737209,-0.8588937,-0.7894225,12.2129065,2.5880279,1.5035061,0.5257066,10.4779274,-20.0297645,18.2374536,0.8427691,1.6873135,4.0676727,-24.5475612,-15.1663437,3.0598412,-1.2302505,-32.5843407,0.7961354,3.4467364,2.1214941,-1.0235804,-0.7538676,4.1634423,1.6946671,1.630511,-5.3056743,2.2375247,19.6541939,-16.5118246,0.134899,-9.6021081,2.5627678,8.7991874,-1.6524912,-1.0748958,3.2510467,-9.2146599,-9.551273,26.4298285,-6.7739948,-0.2331783,3.7227091,-7.9754031,32.4672001,5.7474611,26.7085265,1.4764262,-1.022877,-0.4650574,34.1069255,-0.8273269,0.5932972,16.1628224,-4.1912132,5.6006319,5.7474611,-48.9847789,-2.7216448,-15.1663437,10.6800757,-11.3840483,0.0285088,-5.6878842,1.9443908,6.8718429,-0.1774379,-3.6747309,-0.6058573,-15.1758537,1.8081629
09-Mar,-0.3525878,3.2018967,-1.2055108,32.909164,13.0048716,19.0295415,19.8712298,-1.003069,-12.8319496,-8.0650911,-8.0765437,-2.2259011,-3.9930354,0.8463841,-4.2577529,-1.5957758,-0.1054806,-1.9775573,-17.3209073,10.8134184,-15.7284315,0.2317587,1.246871,-0.8039425,25.5051916,35.2642744,0.2341212,9.350508,28.9385738,-1.8178707,2.0545166,-0.840309,-0.0438089,-0.4933138,-4.5416883,-0.2842715,1.4039396,1.9170889,1.8267466,-57.2189502,-27.7412909,0.7799065,6.9405005,-1.5912892,-7.8934719,2.0796824,0.9535828,1.1977189,0.0690539,17.8587339,-16.1915646,0.6614931,-1.1054461,-3.0592024,-2.1234615,-15.9162146,7.0272312,10.6112347,5.0768352,1.5775714,-2.0082335,-1.7062895,8.5458863,-3.4935543,-10.7972056,-14.2096282,8.7698846,7.0272312,9.8379511,-1.8089662,35.2642744,-7.5421119,7.38751,-0.858471,9.8320587,-0.6386492,0.3914505,0.0434771,6.2554625,-0.1496735,11.3832814,-0.00619
09-Apr,-0.1404024,-14.0899499,3.5222704,-17.785018,-10.2466294,-23.6375648,-40.7795624,0.1123325,2.9239413,32.4600378,9.0499119,-0.912375,7.4695848,8.5288826,-12.82149,-1.550996,-7.1519218,-1.5083314,-3.9748125,45.6771234,12.8547569,-0.9283065,-0.4011679,0.1103796,8.6339021,8.0913403,3.6481712,-6.6783965,-36.1910176,0.8248622,0.109919,0.8188934,1.1878951,1.1132806,0.8516328,-0.8199551,0.1239299,-4.6468986,-0.1626996,57.8954999,57.6741796,4.8130953,-10.8841195,-0.8583176,3.2034257,0.0610779,3.8661998,2.3153477,5.7494157,-5.0408157,4.0256303,-30.5156612,0.7438804,-0.8449163,-31.2574884,11.0429923,7.852521,9.5531489,-1.2806228,-0.2827811,-0.0137226,-9.1445107,-16.5459082,2.7519008,-7.1873182,9.148949,0.2081688,7.852521,-10.1092392,1.8208915,8.0913403,-11.2636142,-2.3235471,-3.8460588,3.3728095,0.4911547,-3.5526237,2.5219322,-4.0805716,0.0901837,3.7738519,1.6694497
09-May,-0.0452,-21.755872,-14.3986528,24.7008244,16.186718,3.5167121,1.9192241,-1.0472773,-18.5168106,-41.9871214,-4.2629102,1.0628464,3.6458537,-0.9566632,17.7068169,-1.0781902,3.4029444,2.6056384,12.7755289,-34.1217632,-23.6420577,4.8872649,0.6595072,0.5970871,-29.9241356,-6.2399058,-2.8219933,-1.9505497,14.7582168,-0.0102723,0.9800571,0.9232847,0.9848892,-1.2255901,-2.8250395,0.7951988,-0.3128671,6.6108688,-3.744578,-25.4205529,-8.7322534,-4.0250761,13.115184,0.5741123,-5.357651,-0.1426466,1.2939415,0.8033778,5.3694714,-3.8022834,3.6410858,16.2604991,-1.1147036,-0.0441437,31.522246,-7.2712414,-19.0230553,-0.4507409,0.8532085,-2.1100427,-2.18066,31.2909992,7.0138625,-3.1044157,18.8535455,8.7908935,0.5870161,-19.0230553,-7.4745387,4.4606949,-6.2399058,7.9691493,13.6902478,4.4955848,-0.0582278,1.3715325,-1.0524518,-4.5333562,0.7777254,-0.6978354,-9.112677,1.5592311
09-Jun,0.0518882,-16.5680695,24.9534354,-13.4687498,-3.9710765,10.0871694,-2.0656534,0.5688293,-7.8803025,29.8918325,-1.1056461,-0.6409097,0.9570611,-7.8182082,-35.166498,0.8412469,4.4627662,-2.5645891,-4.4525549,-19.2802094,25.760159,-2.1424455,1.2802863,-2.5484643,10.4952583,16.4393635,-0.3877071,0.3917227,38.4475269,0.2898868,-2.2027579,0.2645396,-0.757815,0.4218077,0.6263869,0.480395,-0.8395714,-4.0763021,0.8948764,19.4833057,18.691595,6.2047294,12.3811704,0.345522,-2.701201,-1.5182585,2.6651203,2.551798,-4.3518919,2.3587071,3.016756,26.0308558,-0.610772,-0.2170605,4.939474,13.4448338,-9.0170584,-10.0567725,-13.2699123,-3.3242699,-1.2715522,-16.8408078,-5.0458001,2.2509391,-7.569114,-23.7691058,-1.8364583,-9.0170584,10.9303836,-9.9177844,16.4393635,7.3453831,-20.0823575,-7.8663328,2.9744794,-0.4846281,0.1011757,0.3800451,1.811265,1.5922245,-0.1440935,0.9858967
09-Jul,0.0709705,13.8856461,-21.3933712,11.4227559,-29.7526005,-32.0068747,13.0000816,-0.7829585,2.9040513,-15.9220062,-14.6482324,0.4814718,7.2212531,2.4937426,23.4782746,2.3993288,6.3861045,3.2430383,5.258858,40.7027227,-28.4163896,0.4374377,-1.6766582,0.795288,18.2008765,-22.4719503,-0.282147,-17.6347567,-28.0478203,-2.2706915,0.6761436,-1.5015858,1.785126,1.9250815,-2.6627489,0.1951379,0.8296836,7.5829264,2.3725209,0.6398992,-23.4099813,-4.2771485,-14.3256668,2.9308738,8.1173785,0.0775545,-5.8669424,-3.2036291,6.3404464,1.3122438,-0.234434,-20.5495469,0.5408806,-1.4606246,-5.4645396,-11.0094904,34.2233665,3.0211118,14.8953879,-0.3007602,-0.746052,3.1444884,9.6767141,-10.5240761,3.8268837,22.7579932,-2.345978,34.2233665,-2.8387674,5.0006776,-22.4719503,-16.8013668,2.9123151,0.2075557,-8.5455385,-1.2277887,-0.3823286,-1.2791749,0.5289847,-0.632652,6.1155996,0.9085094
09-Aug,-0.0180866,-3.480622,4.9965118,-8.8589408,10.3304233,31.2204101,1.6659683,-0.1915729,16.4121621,17.1808051,14.5590103,-1.1774124,-6.1497774,0.0418126,3.7202765,-3.5485698,6.2800613,-2.3251145,0.046912,-39.3828184,8.6318806,0.2156544,0.7925341,0.790468,-43.2934714,-39.2243414,0.4559586,16.089822,4.5647961,4.2586999,0.1365105,2.1053404,0.6890019,-0.3333258,7.9153399,1.548309,-2.2136187,1.8531461,-17.8263647,-37.4210324,-30.7849576,6.2771933,-12.1576712,9.7506603,-3.9390636,-1.751693,-0.9434674,1.602149,-5.7559727,0.423595,-20.2372641,3.4995854,-1.7941082,1.0611134,-25.9773156,-17.2928393,-7.8166702,-1.9988656,-9.4386822,1.7239637,0.9676815,-17.4091693,-19.1858404,7.8899439,-14.5486424,-33.6191538,-0.0568977,-7.8166702,-3.8963958,4.6681746,-39.2243414,-17.6200593,-10.2686605,2.3877765,5.2303457,0.9474021,1.6382008,4.1068354,1.1138803,0.6694179,-2.6929621,0.5397637
